328007,280297,1.553562850710397e+18,2022-07-31 02:07:02+00:00,RT @Nkemchor_: Bandits and terrorists have taken over Nigeria. Must your family member be kidnapped first before you stop supporting APC?,404,bandits terrorists take nigeria family member kidnap stop support apc,0.0,0.0,None,APC
328013,280303,1.5535626931093957e+18,2022-07-31 02:06:24+00:00,RT @rrooobbbbb: @2018_apc @m_ayumi_venus America has gone through a revolutionary transition today. I am personally handling forgien affair…,1,apc america go revolutionary transition today personally handle forgien affair,0.3,0.0,None,APC
328016,280306,1.55356266304034e+18,2022-07-31 02:06:17+00:00,"RT @rrooobbbbb: @2018_apc @m_ayumi_venus I want to know what bothers you about us,  what I can do to change that,  and what we can do to Im…",1,apc want know bother change,0.0,0.0,None,APC
328024,280314,1.5535624659837747e+18,2022-07-31 02:05:30+00:00,Apc sef don collect😂 https://t.co/rqbZ0urmLA,0,apc sef collect,0.0,0.0,None,APC
328026,280316,1.55356245422293e+18,2022-07-31 02:05:27+00:00,What APC government has done to Nigerian 😭😭 https://t.co/I0NWjUzVRf,0,apc government nigerian,0.0,0.0,None,APC
328030,280320,1.553562408286929e+18,2022-07-31 02:05:16+00:00,Atiku Jubilates As Lawyer Bwala Crossed Over From APC To PDP https://t.co/zoxdsFnPAE,0,atiku jubilate lawyer bwala cross apc pdp,0.0,0.0,Atiku,APC
328033,280323,1.5535623700769792e+18,2022-07-31 02:05:07+00:00,"RT @ThomasVLinge: #Ukraine 🇺🇦: Ukrainian artillery fire hit the parking lot of a hotel in occupied #Enerhodar, which is currently housing R…",9,ukrainian artillery hit park lot hotel occupy currently house,0.4,0.0,None,None
328034,280324,1.5535622782299505e+18,2022-07-31 02:04:45+00:00,"RT @KhanDidas1: PDP squandered all  our  Naija money like Abacha ,APC has almost killed us all with bandits, bokoharam,iswap and kidnappers…",1,pdp squander naija money like abacha apc kill bandits bokoharam iswap kidnappers,0.0,0.0,None,PDP
328036,280326,1.5535622592886538e+18,2022-07-31 02:04:41+00:00,RT @Drwhales_: You should be weary of people who still defend Buhari and APC at this point.,174,weary people defend buhari apc point,0.0,0.0,None,APC
328037,280327,1.5535622541420544e+18,2022-07-31 02:04:39+00:00,E no go beta for APC Government and incoming https://t.co/MvoQMisLiQ,0,beta apc government incoming,0.0,0.0,None,APC
328043,280333,1.5535621562134446e+18,2022-07-31 02:04:16+00:00,"RT @JosephOnuorah: Terrible set of Leadership APC is using to destroy our economy at both Federal, state and LGA levels.

HE Peter Obi turn…",44,terrible set leadership apc destroy economy federal state lga level peter obi turn,0.5,-0.6,PeterObi,APC
328044,280334,1.5535621162962452e+18,2022-07-31 02:04:06+00:00,"RT @UchePOkoye: PDP and APC boys are teaching Obi economics. In the same way, some of them were teaching NOI but went dumb when Zainab came…",460,pdp apc boys teach obi economics way teach noi go dumb zainab come,0.5,-0.375,PeterObi,pdp
328048,280338,1.5535620160690668e+18,2022-07-31 02:03:43+00:00,RT @GazetteNGR: APC asks INEC to extend voter registration https://t.co/4x4g36bURg,99,apc ask inec extend voter registration,0.0,0.0,None,APC
328049,280339,1.5535620064306668e+18,2022-07-31 02:03:40+00:00,"RT @cfnwan: I thought APC and PDP said Labour Party don't know politics. Now that politics has started, they are complaining. Reno is dragg…",24,think apc pdp say labour party know politics politics start complain reno dragg,0.0,0.0,None,APC
328053,280343,1.5535619090262262e+18,2022-07-31 02:03:17+00:00,"RT @maryam_skits: “If Muslims in the North don’t trust a southern Muslim for any reason(s), why should Christians in Nigeria trust a Muslim…",15,muslims north trust southern muslim reason christians nigeria trust muslim,0.0,0.0,None,None
328055,280345,1.5535618732781896e+18,2022-07-31 02:03:09+00:00,RT @imp213x: The realization that one kidnap could swallow up an entire family fortune and leave you at the mercy of bank loans and good wi…,144,realization kidnap swallow entire family fortune leave mercy bank loan good,0.6125,0.35,None,None
328060,280350,1.5535618047222825e+18,2022-07-31 02:02:52+00:00,@BwalaDaniel @OfficialPDPNig Both of them will be jumping in and out of APC and PDP like u guys dont have ideology?,0,jump apc pdp like guy dont ideology,0.0,0.0,None,APC
328067,280357,1.553561560005722e+18,2022-07-31 02:01:54+00:00,"@Nkemchor_ How many wey APC/PDP dey wey we no go win Dem....
When we are OBIDIENT we shall eat the fruit of the land https://t.co/dogUbtikF8",0,wey apc pdp dey wey win dem obidient shall eat fruit land,0.4,0.8,PeterObi,APC
328070,280360,1.553561531337646e+18,2022-07-31 02:01:47+00:00,"RT @DoshimaJohn: If I may ask, who are members of APC Northern Christians Forum, and who are they representing? I seriously have problem wi…",33,ask members apc northern christians forum represent seriously problem,0.6666666666666666,-0.3333333333333333,None,APC
328072,280362,1.553561511720878e+18,2022-07-31 02:01:42+00:00,"RT @von_Bismack: Breaking: Muslim-Muslim ticket ungodly; APC working against Nigeria’s unity: APC Senator Yakubu Dogara

The last has not b…",503,break muslim muslim ticket ungodly apc work nigeria unity apc senator yakubu dogara,0.0,0.0,None,APC
328073,280363,1.5535614989071892e+18,2022-07-31 02:01:39+00:00,@PenKnight2 Nah. I don’t agree with the PDP = APC take but it isn’t.,0,nah agree pdp apc isn,0.0,0.0,None,pdp
328074,280364,1.553561496843608e+18,2022-07-31 02:01:39+00:00,"RT @andrew_i007: @GazetteNGR My wish for APC before 2023 election

And i hope it comes to pass ✍️ https://t.co/waGBcz6t6e",4,wish apc election hope come pass,0.0,0.0,None,APC
328076,280366,1.5535613674244137e+18,2022-07-31 02:01:08+00:00,"@renoomokri @BwalaDaniel After APC loses this election, everybody will learn a lesson from the fruitless same-faith ticket.",0,apc lose election everybody learn lesson fruitless faith ticket,0.0,0.0,None,APC
328078,280368,1.5535613515404124e+18,2022-07-31 02:01:04+00:00,Which is why everybody who wants to be objective knows that PDP and APC are same people. https://t.co/nC5oHAyu5p,0,everybody want objective know pdp apc people,0.1,0.0,None,pdp
328081,280371,1.553561244799574e+18,2022-07-31 02:00:39+00:00,"I blame the FOOLS who would vote for APC/Buhari-like/Tinubu etc in this coming election.

Freedom to vote who you w… https://t.co/3Tn0GfGfYZ",0,blame fool vote apc buhari like tinubu come election freedom vote,0.0,0.0,Tinubu,APC
328085,280375,1.5535611458056233e+18,2022-07-31 02:00:15+00:00,"RT @prince_odibest: ""Very soon this is how we will be carrying our naira notes in trucks to buy ordinary things like phones, groceries etc.…",4,soon carry naira note truck buy ordinary things like phone groceries,0.5,-0.25,None,None
328092,280382,1.5535610660802724e+18,2022-07-31 01:59:56+00:00,@hon_yaroo @Shehusky I don't understand and you tweeted this under a northerners tweet. Wake up and face reality. Y… https://t.co/fKeJkRQR7D,0,understand tweet northerners tweet wake face reality,0.0,0.0,None,None
328093,280383,1.5535610651238113e+18,2022-07-31 01:59:56+00:00,"RT @DrFellele: @AyamTjay @amenahuruemu It doesn't matter what you said, you can't be right all the time. 
He was advised against Muslim/Mus…",3,matter say right time advise muslim mus,0.5357142857142857,0.2857142857142857,None,None
328096,280386,1.5535609288929034e+18,2022-07-31 01:59:23+00:00,"RT @Truthoverlie123: @AreaFada1 BREAKING NEWS!!!
1) God is not in APC BROOM, it's burning!
2) God is not in PDP UMBRELLA, it's leaking!
3)…",99,break news god apc broom burn god pdp umbrella leak,0.0,0.0,None,PDP
328100,280390,1.5535607173657395e+18,2022-07-31 01:58:33+00:00,"RT @MizCazorla1: Christians in Turkey and Lebanon were once told that religion doesn't matter, history is a willing Teacher for whoever is…",2269,christians turkey lebanon tell religion matter history will teacher,0.0,0.0,None,None
328101,280391,1.5535606626931016e+18,2022-07-31 01:58:20+00:00,"RT @DOT_G4: @fkeyamo So in essence Festus Keyamo is asking Northern Christians how dare you organize and met without my permission. ""As am…",4,essence festus keyamo ask northern christians dare organize meet permission,0.0,0.0,None,None
328102,280392,1.5535606568881398e+18,2022-07-31 01:58:19+00:00,"RT @NduMcMaxwell: @Blackjiggy45 Make I give them small advice from a soldier, APC and PDP errand boys and girls, read and learn oo. https:/…",12,small advice soldier apc pdp errand boys girls read learn,0.4,-0.25,None,APC
328103,280393,1.55356064383966e+18,2022-07-31 01:58:15+00:00,"@adamugarba I don’t understand, wat u said u should bring to an end, it exactly a clear description of APC. 
R u playing with our brains ??",0,understand wat say bring end exactly clear description apc play brain,0.3833333333333333,0.10000000000000002,None,APC
328104,280394,1.55356049932066e+18,2022-07-31 01:57:41+00:00,RT @Usmanrilwan4: @DeeOneAyekooto Compare the electoral value of these men with that of Shettima using the 2019 Presidential results from t…,6,compare electoral value men shettima presidential result,0.0,0.0,None,None
328106,280396,1.5535604850223675e+18,2022-07-31 01:57:38+00:00,"RT @DanielRegha: @adamugarba Adamu Garba don't kid urself, no sensible Nigerian will vote for the APC in 2023; Mind u, this is the same par…",43,adamu garba kid urself sensible nigerian vote apc mind par,0.0,0.0,None,APC
328108,280398,1.553560378054959e+18,2022-07-31 01:57:12+00:00,"RT @ECOnuoha: @fkeyamo 1. You are not a Northern Christian
2. If there were to be a meeting of Northern Christians in APC, you do not quali…",4,northern christian meet northern christians apc quali,0.0,0.0,None,APC
328113,280403,1.5535603159163904e+18,2022-07-31 01:56:57+00:00,"RT @adamugarba: If you are a true Nigerian, it is your DUTY to ensure you vote for APC in the coming 2023 election &amp; bring a total end to t…",234,true nigerian duty ensure vote apc come election amp bring total end,0.7,0.175,None,APC
328119,280409,1.553560155995898e+18,2022-07-31 01:56:19+00:00,"@adamugarba Garba &amp; Bashir are two separate part of a Multi-headed dragon, this one in particular just snif coke an… https://t.co/MBWFZfPtb9",0,garba amp bashir separate multi head dragon particular snif coke,0.3333333333333333,0.16666666666666666,None,None
328122,280412,1.5535599873556316e+18,2022-07-31 01:55:39+00:00,RT @maxvayshia: Does anyone else want to make predictions about Tinubu or the APC this time? 💁🏾‍♂️ https://t.co/uIgNWEMeU0,261,want predictions tinubu apc time,0.0,0.0,Tinubu,APC
328131,280421,1.5535597044539228e+18,2022-07-31 01:54:31+00:00,RT @Burmese_Tyga_: Tinubu supporters stopping people from getting PVC's means that APC knows nobody will vote for them. So how do they inte…,43,tinubu supporters stop people get pvc mean apc know vote inte,0.6875,-0.3125,Tinubu,APC
328133,280423,1.5535596556322775e+18,2022-07-31 01:54:20+00:00,"@djlick @SurvivingNaija You lie man.
I’m from Imo state.
I CAN NEVER give my vote to the likes of Rochas or T. A Or… https://t.co/Ga9g9P2Pub",0,lie man imo state vote like rochas,0.0,0.0,None,None
328134,280424,1.5535596503348183e+18,2022-07-31 01:54:19+00:00,RT @TheOrator_Ese: @adamugarba Apc? Lol Adamu you are a big clown ! 🤡  the same Apc in power for over 7years that has almost obliterated th…,1,apc lol adamu big clown apc power years obliterate,0.39999999999999997,0.4,None,APC
328138,280428,1.5535595873278444e+18,2022-07-31 01:54:04+00:00,News About Defection Of APC Senators Fake – Senate President’s Spokesman https://t.co/KD8y9fDtUb,0,news defection apc senators fake senate president spokesman,1.0,-0.5,None,APC
328139,280429,1.5535595742881505e+18,2022-07-31 01:54:00+00:00,"APC fan boys and silly opinions are like 5 &amp; 6. 
Gwagwalada beer parlour economists. https://t.co/dvOFfVHljI",0,apc fan boys silly opinions like amp gwagwalada beer parlour economists,0.875,-0.5,None,APC
328141,280431,1.5535595633994875e+18,2022-07-31 01:53:58+00:00,"RT @Maybeks: FFK and later Saraki, Momodu &amp; others yet to give their account of what transpired in 2015, fought APC against all-Muslim tick…",11,ffk later saraki momodu amp account transpire fight apc muslim tick,0.0,0.0,None,APC
328143,280433,1.5535594921214853e+18,2022-07-31 01:53:41+00:00,@chosensomto You people have every form of propaganda and emotional blackmailing in this community. Did you know th… https://t.co/sSzURIyoPu,0,people form propaganda emotional blackmail community know,0.375,-0.05,None,None
328144,280434,1.5535594756253778e+18,2022-07-31 01:53:37+00:00,"To all APC /PDP why do you want to waste your vote? Can't you see the handwriting on the wall

#OBIdientlyYUSful",0,apc pdp want waste vote handwrite wall,0.0,-0.2,None,APC
328145,280435,1.5535594374739763e+18,2022-07-31 01:53:28+00:00,"RT @EIhegboro: While APC is bolder with it's Moslem-Moslem ticket, PDP is more dangerous with it's Fulani to Fulani continuity.",4,apc bolder moslem moslem ticket pdp dangerous fulani fulani continuity,0.9,-0.6,None,PDP
328161,280451,1.5535589456666337e+18,2022-07-31 01:51:31+00:00,ISSUES WITH JIDE: Release Nnamdi Kanu as Demanded by UN - Lawyer https://t.co/egauGOQ9B2 via @YouTube Nnamdi Kanu i… https://t.co/gp4Q4B2RvU,0,issue jide release nnamdi kanu demand lawyer nnamdi kanu,0.0,0.0,None,None
328175,280465,1.5535586875197604e+18,2022-07-31 01:50:29+00:00,"RT @abbalala3: Breaking News

Former Member House Of Representative, Nangere/Potiskum Yobe state 
 Lawan Mammadu Kori Dumps APC For PDP",88,break news member house representative nangere potiskum yobe state lawan mammadu kori dump apc pdp,0.0,0.0,None,APC
328177,280467,1.5535586734479442e+18,2022-07-31 01:50:26+00:00,@OvieNews @dabiodunMFR @SulaiOdus @sfojoemmanuela Why some people are actless. All liars will go to hell fire.APC h… https://t.co/WHG1ZPva9V,0,people actless liars hell apc,0.0,0.0,None,APC
328179,280469,1.5535585873598546e+18,2022-07-31 01:50:05+00:00,"RT @HarunaBraimoh1: Hatred has merged Shiites , PDP, IPOB /ECN together to became one body call Obidient Labourers and one religion against…",8,hatred merge shiites pdp ipob ecn body obidient labourers religion,0.0,0.0,PeterObi,PDP
328181,280471,1.5535585487133327e+18,2022-07-31 01:49:56+00:00,RT @AfroVII: The APC is trying to separate Tinubu from Buhari. Trying to say he has better to offer. What is the proof? He runs a fiefdom i…,516,apc try separate tinubu buhari try better offer proof run fiefdom,0.5,0.5,Tinubu,APC
328183,280473,1.5535584537334497e+18,2022-07-31 01:49:33+00:00,"RT @SavvyRinu: Even APC people know they don’t deserve to be on the ballot in 2023.

They may not admit it but they know.",1361,apc people know deserve ballot admit know,0.0,0.0,None,APC
328188,280478,1.553558333109551e+18,2022-07-31 01:49:04+00:00,"RT @RukkyAbdullahi: Remember that APC asked Nigerians to stone them if they didn't perform well in 2015..

Get you stones ready please!!…",16,remember apc ask nigerians stone perform stone ready,0.5,0.2,None,APC
328189,280479,1.5535583147509924e+18,2022-07-31 01:49:00+00:00,"The 10 Lies of Buhari and Osinbajo,APC in 2015.

1.I will reduce the fuel price to N45 per liter.

2.There will be… https://t.co/xA89x0RND6",0,lie buhari osinbajo apc reduce fuel price liter,0.0,0.0,None,APC
328199,280489,1.5535580568306565e+18,2022-07-31 01:47:59+00:00,"RT @dollykola: Why is APC = PDP by your logic? Because APC and PDP members defect to each other’s party?

So what’s LP? Both Vice and candi…",195,apc pdp logic apc pdp members defect party vice candi,0.0,0.0,None,APC
328208,280498,1.553557868271526e+18,2022-07-31 01:47:14+00:00,RT @Santario_: 2023 : APC Empowers Members With 150 Cutlasses In Cross River State https://t.co/viYJXMQRZP,16,apc empower members cutlasses cross river state,0.0,0.0,None,APC
328215,280505,1.553557634518864e+18,2022-07-31 01:46:18+00:00,"RT @roddy5000: @TtifeB My grouse are with the APC governors who couldn't go ahead with the implementation, but no they left their President…",1,grouse apc governors couldn ahead implementation leave president,0.0,0.0,None,APC
328216,280506,1.5535576319058125e+18,2022-07-31 01:46:17+00:00,@Qdpaper2 The fact that bleaching has finished this man enough to pity him..atleast make APC find am small thing sh… https://t.co/4Jpx384Kdy,0,fact bleach finish man pity atleast apc small thing,0.30000000000000004,-0.175,None,APC
328225,280515,1.5535573829530583e+18,2022-07-31 01:45:18+00:00,@Francheski64 @imp213x @Austynzogs Kaduna is NOT Buhari bro. Reason you should read  and understand. The thread act… https://t.co/3VyKVlh3rb,0,kaduna buhari bro reason read understand thread act,0.0,0.0,None,None
328226,280516,1.5535573728404316e+18,2022-07-31 01:45:16+00:00,RT @blissoharisi: It is very Clear why Kwankwaso didn't agree to support Peter Obi simply because he is an External APC Member and BUHARI s…,22,clear kwankwaso agree support peter obi simply external apc member buhari,0.24166666666666664,0.05000000000000001,PeterObi,APC
328227,280517,1.553557275222098e+18,2022-07-31 01:44:52+00:00,@channelstv Don’t give us fish to eat teach us how to fish. This APC government is scam.,0,fish eat teach fish apc government scam,0.0,0.0,None,APC
328229,280519,1.5535572076057313e+18,2022-07-31 01:44:36+00:00,@SweetAvril2 Na APC people dey handle her page@🤣🤣🤣🤣🤣🤣🤣,0,apc people dey handle page,0.0,0.0,None,APC
328232,280522,1.553557093650731e+18,2022-07-31 01:44:09+00:00,"RT @Maybeks: Babachir, an aggrieved Northern Christian, core APC member, and head of the Tinubu 2023 Strategic team is about to dump the AP…",82,babachir aggrieve northern christian core apc member head tinubu strategic team dump,0.0,0.0,Tinubu,APC
328235,280525,1.553557010658087e+18,2022-07-31 01:43:49+00:00,"RT @ogunmusi: Ondo South People campaigning for APC/PDP in 2022 is the biggest Comedy I have seen in my life.

These people haven't have el…",19,ondo south people campaign apc pdp biggest comedy see life people haven,0.0,0.0,None,APC
328239,280529,1.5535568727158129e+18,2022-07-31 01:43:16+00:00,"RT @ayosogunro: APC’s campaign on economy:

1. It is not Buhari’s fault that things are very bad now. It’s the way the world is and there’s…",240,apc campaign economy buhari fault things bad way world,0.6666666666666666,-0.6999999999999998,None,APC
328244,280534,1.55355676476681e+18,2022-07-31 01:42:51+00:00,APC Muslim-Muslim ticket doesn’t reflect Nigeria’s diversity – Nweke https://t.co/TH6pACetSO,0,apc muslim muslim ticket reflect nigeria diversity nweke,0.0,0.0,None,APC
328246,280536,1.5535567493655306e+18,2022-07-31 01:42:47+00:00,"RT @Ezeakachidozie: Asiwaju Bola Tinubu Recieved The Highest Mayor's Award From The 38th National Conference Of Black Mayors In America.

T…",5,asiwaju bola tinubu recieved highest mayor award national conference black mayors america,0.43333333333333335,-0.16666666666666666,Tinubu,None
328248,280538,1.5535567156055736e+18,2022-07-31 01:42:39+00:00,@Ugonnaya26 @SweetAvril2 Abi na goovy go stay away ..she is behaving like a mad dog ..miss Apc ....,0,abi goovy stay away behave like mad dog miss apc,1.0,-0.625,None,APC
328249,280539,1.553556701110014e+18,2022-07-31 01:42:35+00:00,@DanielRegha @PeterObi @DunamisGospel @DrPaulEnenche I will show APC and PDP agent's shege at the polling unit's co… https://t.co/nR55dFtnUl,0,apc pdp agent shege poll unit,0.0,0.0,None,APC
328253,280543,1.553556611901317e+18,2022-07-31 01:42:14+00:00,"RT @JamiluSufi: To the gullible PDP and APC, continue to cyber bully us, especially thyself for being Obidient. For your info, we're taking…",766,gullible pdp apc continue cyber bully especially thyself obidient info take,1.0,0.0,PeterObi,pdp
328254,280544,1.553556607761404e+18,2022-07-31 01:42:13+00:00,@woye1 Your candidate ignored Christians… if APC wins Nigeria will be like Afghanistan… APC will never win,0,candidate ignore christians apc win nigeria like afghanistan apc,0.4,0.8,None,APC
328255,280545,1.553556590460117e+18,2022-07-31 01:42:09+00:00,@adeyanjudeji The APC candidate too is going to mosque or you didn't see him use sit every Friday. Pls tell us you are for Atiku.,0,apc candidate go mosque use sit friday pls tell atiku,0.0,0.0,Atiku,APC
328257,280547,1.5535565818617897e+18,2022-07-31 01:42:07+00:00,"PDP and APC dogs will soon start complaining on how Peter obi walks. They will be like"" he doesn't have presidentia… https://t.co/npPzrsr9Jb",0,pdp apc dog soon start complain peter obi walk like presidentia,0.0,0.0,PeterObi,pdp
328260,280550,1.5535564785854095e+18,2022-07-31 01:41:42+00:00,@XiTOHAN Miss Apc na she bi,0,miss apc,0.0,0.0,None,APC
328261,280551,1.5535564528072622e+18,2022-07-31 01:41:36+00:00,"RT @thesunnigeria: 5,000 APC supporters defect to PDP in Cross River - https://t.co/duFrgGZjcN https://t.co/lGUgo9hcyF",2,apc supporters defect pdp cross river,0.0,0.0,None,PDP
328262,280552,1.553556433085485e+18,2022-07-31 01:41:31+00:00,"RT @HOLLAND_vvv: fucking fun day🇬🇧

@mikfestival https://t.co/wWb1J5iYLZ",1882,fuck fun day,0.4,-0.05000000000000002,None,None
328263,280553,1.5535564258671575e+18,2022-07-31 01:41:30+00:00,@channelstv Witch because of small money fine girl like this dey talk wetin APC nor fit do as if them never scatter… https://t.co/yHY6e9qel5,0,witch small money fine girl like dey talk wetin apc fit scatter,0.43333333333333335,0.18888888888888888,None,APC
328265,280555,1.5535564068459889e+18,2022-07-31 01:41:25+00:00,"RT @KemPatriot: Despite all the Provocation
The fact that no Muslim body, has come out to react to the bigotry,

Some Christians have exhib…",12,despite provocation fact muslim body come react bigotry christians exhib,0.0,0.0,None,None
328267,280557,1.5535563911257293e+18,2022-07-31 01:41:21+00:00,@Ariyo1Ariyo @FrankFrankee @O_ssai @segilolaa @PeterObi Una done go run flyer for una agbado APC anointed bishop? 😂😂,0,una run flyer una agbado apc anoint bishop,0.0,0.0,None,APC
328275,280565,1.553556247311532e+18,2022-07-31 01:40:47+00:00,"RT @THISDAYLIVE: Why Does Anybody Want to be Next President? SIMONKOLAWOLELIVE!

Receiving some members of the All Progressives Congress (A…",2,anybody want president receive members progressives congress,0.0,0.0,None,None
328279,280569,1.5535561946896876e+18,2022-07-31 01:40:35+00:00,"Ilebaye is an Igala girl. If she go village for Beauty like this, Ms Nigeria go turn former APC chairman. 😀😂",0,ilebaye igala girl village beauty like nigeria turn apc chairman,0.0,0.0,None,APC
328284,280574,1.5535560503595868e+18,2022-07-31 01:40:00+00:00,"RT @Morris_Monye: A rider to this story. 

APC supporters are exempted from this tax.",441,rider story apc supporters exempt tax,0.0,0.0,None,APC
328289,280579,1.5535559643427676e+18,2022-07-31 01:39:40+00:00,"RT @degreatabra: @doyinokupe You are Peter, upon this rock I will build Nigeria and the gate of hell (APC and PDP) shall not prevail agains…",24,peter rock build nigeria gate hell apc pdp shall prevail agains,0.0,0.0,None,APC
328293,280583,1.5535559205500723e+18,2022-07-31 01:39:29+00:00,RT @SuperSavajin: If you click on the expansion pass option in the game and time the screenshot correctly you get almost the full art for i…,52,click expansion pass option game time screenshot correctly art,0.4,-0.4,None,None
328295,280585,1.553555900501295e+18,2022-07-31 01:39:25+00:00,"RT @com_military: The M1283 is a new US armored personnel carrier, that will replace the venerable M113 in service with the US Army.

More…",3,new armor personnel carrier replace venerable service army,0.45454545454545453,0.13636363636363635,None,None
328296,280586,1.553555850123436e+18,2022-07-31 01:39:12+00:00,@Abdullahigoslow @GovSamuelOrtom @emmaikumeh @atiku The same Atiku Abubakar that has never condemned the atrocities… https://t.co/l7lF9gX0Tb,0,atiku abubakar condemn atrocities,0.0,0.0,Atiku,None
328299,280589,1.5535557700584407e+18,2022-07-31 01:38:53+00:00,"RT @Iamrichestrich7: Am I the only person who expected to see more from Chi Chi, she promised us content but we ain’t seeing sh!t from her.…",1,person expect chi chi promise content ain see,0.0,0.0,None,None
328300,280590,1.5535557634439332e+18,2022-07-31 01:38:52+00:00,RT @com_military: The BMP-2M is a Russian refurbished and upgraded version of the venerable BMP-2 infantry fighting vehicle. It has a new t…,2,bmp russian refurbish upgrade version venerable bmp infantry fight vehicle new,0.22727272727272727,0.06818181818181818,None,None
328301,280591,1.553555714932478e+18,2022-07-31 01:38:40+00:00,RT @buitengebieden: Lazy days.. 😅 https://t.co/Ibm1x2y3eA,30450,lazy days,1.0,-0.25,None,None
328302,280592,1.5535557071774433e+18,2022-07-31 01:38:38+00:00,RT @Advsola: Dogara actually decamped to APC to be VP candidate 😂😂,226,dogara actually decamp apc candidate,0.1,0.0,None,APC
328305,280595,1.553555636725715e+18,2022-07-31 01:38:22+00:00,"RT @com_military: The M1064 is a US Army's mortar carrier, that succeeded the previous M106. It was based on the M113A2 APC chassis and was…",1,army mortar carrier succeed previous base apc chassis,0.5833333333333334,-0.48333333333333334,None,APC
