687088,127065,1.5556451354630922e+18,2022-08-05 20:01:17+00:00,@SmallAlhaji_ @officialABAT Every other honourable member who is also in APC needs to start doing this to promote o… https://t.co/VWOIvwKTUI,0,honourable member apc need start promote,0.0,0.0,None,APC
687096,127073,1.5556450798507827e+18,2022-08-05 20:01:04+00:00,APC are aligning very well adding The Honorable @fkeyamo as the official spokesperson for the campaign solidifies e… https://t.co/LCChFfdows,1,apc align add honorable official spokesperson campaign solidify,0.0,0.0,None,APC
687099,127076,1.555645062192808e+18,2022-08-05 20:00:59+00:00,NIGERIA WILL REMAIN IN TOTAL DARKNESS IF EITHER PDP OR APC WIN 2023 VOTE AAC IN 2023 TO SAVE NIGERIA FROM DARKNESS.… https://t.co/EpSyE3u1gF,1,nigeria remain total darkness pdp apc win vote aac save nigeria darkness,0.575,0.4,None,pdp
687106,127083,1.5556450272877978e+18,2022-08-05 20:00:51+00:00,@Progressive4BAT @KashimSM Did you mean the so called mentees who are  in this government that has destroyed the co… https://t.co/iP8muPkq9P,0,mean call mentees government destroy,0.34375,-0.25625,None,None
687113,127090,1.5556450151410934e+18,2022-08-05 20:00:48+00:00,"@AbubakarJagaba @UchePOkoye See this small APC slave.
Who stops you from voting Tinubu?
As you voted for Buhari, sa… https://t.co/gjoCgZ6kmG",2,small apc slave stop vote tinubu vote buhari,0.4,-0.25,Tinubu,APC
687120,127097,1.5556449781430518e+18,2022-08-05 20:00:39+00:00,"@channelstv Great Nigeria Youths. Are you still planning to votes APC come 2023?
What they did to Awolowo statue sh… https://t.co/RngEzemaXl",13,great nigeria youths plan vote apc come awolowo statue,0.75,0.8,None,APC
687132,127109,1.5556449383223214e+18,2022-08-05 20:00:30+00:00,RT @Momopee2: @onyekapray @AFPFactCheck There's nothing unusual about the money or vehicles to Niger. All past govts including Jonathan ass…,8,unusual money vehicles niger past govts include jonathan ass,0.625,-0.024999999999999994,None,None
687145,127122,1.5556448753365484e+18,2022-08-05 20:00:15+00:00,@MarkRid89403375 No one in their right mind would use an APC to storm a defensive position that had cover and conce… https://t.co/6AOqDUqJni,0,right mind use apc storm defensive position cover conce,0.5357142857142857,0.2857142857142857,None,APC
687153,127130,1.5556448291948503e+18,2022-08-05 20:00:04+00:00,"Teachers Gear Up for the First Day of School with a Sweet Treat from LPIE. 🍪🍪

#lolas_sweet_treats_lamorinda… https://t.co/feKFL0MIkK",0,teachers gear day school sweet treat lpie,0.65,0.35,None,Labour Party
687155,127132,1.5556448205966582e+18,2022-08-05 20:00:02+00:00,@OURFATHER_NG @VictorEjechi @thecableng @UchePOkoye @dyepkazah @KunleDaramola4 @simonkolawole @MansurIB007 Initiall… https://t.co/6KiSgxLcvU,0,initiall,0.0,0.0,None,None
687157,127134,1.55564481512303e+18,2022-08-05 20:00:01+00:00,"@DeleFarotimi Liberation struggle

Is it possible for the struggle to come to positive fruition when the oppressors… https://t.co/EES1q1X7FB",0,liberation struggle possible struggle come positive fruition oppressors,0.7727272727272727,0.11363636363636363,None,None
687162,127139,1.5556447884304712e+18,2022-08-05 19:59:54+00:00,@SmallAlhaji_ ASUU is still on strike and APC is in power mumu https://t.co/RAc3peti9O,0,asuu strike apc power mumu,0.0,0.0,None,APC
687169,127146,1.5556447469153567e+18,2022-08-05 19:59:44+00:00,@maryam_shehu_ @PeterObi @BashirAhmaad is excited that 97% of APC voters are offline…in 2022. Imagine that. He woul… https://t.co/wj315w0WyA,0,excite apc voters offline imagine woul,0.0,0.0,None,APC
687175,127152,1.5556447030470246e+18,2022-08-05 19:59:34+00:00,@Garubadan @joshua_diga @BenueTelevision @GovSamuelOrtom @apc Omo this people cef  ahh,0,omo people cef ahh,0.0,0.0,None,None
687184,127161,1.555644655802409e+18,2022-08-05 19:59:23+00:00,"Ondo Monarch, APC Chieftain kidnapped on Highway https://t.co/OPCiHuYhRk",0,ondo monarch apc chieftain kidnap highway,0.0,0.0,None,APC
687186,127163,1.5556446457403187e+18,2022-08-05 19:59:20+00:00,"RT @Mikkymajor: When PDP was in power APC didn't tell Nigerians only heaven has no security breaches. 
I say these APC guys are shameless.…",1,pdp power apc tell nigerians heaven security breach apc guy shameless,0.0,0.0,None,PDP
687200,127177,1.55564457266296e+18,2022-08-05 19:59:03+00:00,@SmallAlhaji_ @officialABAT Na the passion make you Dey give people okada. Na palliative government una be. Apc/pdp.,0,passion dey people okada palliative government una apc pdp,0.0,0.0,None,APC
687201,127178,1.5556445674745364e+18,2022-08-05 19:59:02+00:00,@firstladyship You must be giving Buhari and APC too much credit. Someone said ornithological species of identical… https://t.co/Yl45nYohxA,0,give buhari apc credit say ornithological species identical,0.0,0.0,None,APC
687205,127182,1.555644528761135e+18,2022-08-05 19:58:52+00:00,"This is how APC finish roads, too? https://t.co/iKi0vjhmpJ",0,apc finish roads,0.0,0.0,None,APC
687218,127195,1.555644471500542e+18,2022-08-05 19:58:39+00:00,"@OgbeniDipo @layidon When he said ""I am not an APC supporter"" was when I knew e was about to spill thrash😂😂",0,say apc supporter know spill thrash,0.0,0.0,None,APC
687221,127198,1.5556444589636977e+18,2022-08-05 19:58:36+00:00,"that there was nothing wrong in the APC presidential candidate, Bola Tinubu, picking a Muslim as his running mate f… https://t.co/FoZnlvYUOO",0,wrong apc presidential candidate bola tinubu pick muslim run mate,0.9,-0.5,Tinubu,APC
687222,127199,1.5556444512546857e+18,2022-08-05 19:58:34+00:00,Fiery cleric and National Coordinator of Integrity Ministers International Ministries Bishop Kayode Williams has fa… https://t.co/bX0cOpVRTY,2,fiery cleric national coordinator integrity minister international ministries bishop kayode williams,0.0,0.0,None,None
687224,127201,1.5556444416119808e+18,2022-08-05 19:58:32+00:00,Some Nigerians still don't know what failure is. Can't imagine why some people are still rooting for APC. Everythin… https://t.co/bka3aiBWq7,0,nigerians know failure imagine people root apc everythin,0.3,-0.3166666666666667,None,APC
687226,127203,1.555644434649297e+18,2022-08-05 19:58:30+00:00,"@MobilePunch In the 1985 election of the OAU Secretary-General, Buhari voted against Nigeria’s Peter Onu and voted… https://t.co/pxjuBw83x7",0,election oau secretary general buhari vote nigeria peter onu vote,0.5,0.05000000000000002,None,None
687227,127204,1.555644433235845e+18,2022-08-05 19:58:30+00:00,@IamTheIroko APC and hardship 🤝,2,apc hardship,0.0,0.0,None,APC
687230,127207,1.555644391678681e+18,2022-08-05 19:58:20+00:00,@firstladyship If u are looking for devil hold Apc government they are the real devil,0,look devil hold apc government real dev,0.30000000000000004,0.2,None,APC
687232,127209,1.5556443854040187e+18,2022-08-05 19:58:18+00:00,@Sholexx_ @Pretty_clems @donnec4christ @Lordm3la @fkeyamo @officialABAT @KashimSM See APC chairman's view https://t.co/3OWyxUDnU4,1,apc chairman view,0.0,0.0,None,APC
687233,127210,1.5556443848965816e+18,2022-08-05 19:58:18+00:00,@Naija_Activist They will defect to LP and castigate APC and PDP,0,defect castigate apc pdp,0.0,0.0,None,APC
687235,127212,1.5556443762940723e+18,2022-08-05 19:58:16+00:00,"When PDP was in power APC didn't tell Nigerians only heaven has no security breaches. 
I say these APC guys are sha… https://t.co/qe4n1zL58O",1,pdp power apc tell nigerians heaven security breach apc guy sha,0.0,0.0,None,PDP
687237,127214,1.5556443563795087e+18,2022-08-05 19:58:11+00:00,@MobilePunch And you expect millions of poor Nigerian student to go all out and vote for APC with this kind of resp… https://t.co/nxlpk6Q8nO,0,expect millions poor nigerian student vote apc kind resp,0.75,0.09999999999999998,None,APC
687240,127217,1.5556443423327928e+18,2022-08-05 19:58:08+00:00,@KomeErueme @Garubadan @BenueTelevision @GovSamuelOrtom @apc He didn't tell anyone to starve but he has refused veh… https://t.co/wWl02qq7ZS,0,tell starve refuse veh,0.0,0.0,None,None
687249,127226,1.5556442984519967e+18,2022-08-05 19:57:57+00:00,APC  is indeed a shameless party for having the guts to present a presidential candidate come 2023 ( an Agbado master for that matter),0,apc shameless party have gut present presidential candidate come agbado master matter,0.0,0.0,None,APC
687255,127232,1.555644272669606e+18,2022-08-05 19:57:51+00:00,"FG Can’t Borrow N1.1trn To End ASUU Strike – Festus Keyamo

But they can buy pass nigeria senate using N1,145b to b… https://t.co/dNLxYYhyBG",0,borrow trn end asuu strike festus keyamo buy pass nigeria senate,0.0,0.0,None,None
687259,127236,1.5556442665165537e+18,2022-08-05 19:57:50+00:00,"@Zarmaomar @chucky2248 TINUBU dy mad oooo, what makes you think He says Lalong is incompetent to be VP yet he found… https://t.co/Ck0igjpaaX",0,tinubu mad oooo make think say lalong incompetent,0.6833333333333333,-0.4875,Tinubu,None
687261,127238,1.5556442543195095e+18,2022-08-05 19:57:47+00:00,"@channelstv Keyamo used to be a “human rights lawyer” until he started to dine with the devil.

Anyone supporting A… https://t.co/yJzorIAm4l",0,keyamo human right lawyer start dine devil support,0.31785714285714284,0.14285714285714285,None,None
687274,127251,1.5556441912916296e+18,2022-08-05 19:57:32+00:00,"I have told you, be going out with APC and PDP politicians this season, there's enough money to go round , you no go hear word...
😂😂😂😂",0,tell go apc pdp politicians season money round hear word,0.4,-0.2,None,APC
687275,127252,1.5556441912790303e+18,2022-08-05 19:57:32+00:00,@AFPFactCheck Bursted,0,burst,0.0,0.0,None,None
687283,127260,1.5556441504643564e+18,2022-08-05 19:57:22+00:00,"RT @Ifechideere: Festus Keyamo is APC Campaign Spokesperson and he’s the Mjnsiter of State for Labour &amp; Employment. 

It may be legal but i…",59,festus keyamo apc campaign spokesperson mjnsiter state labour amp employment legal,0.2,0.2,None,APC
687285,127262,1.5556441354444554e+18,2022-08-05 19:57:19+00:00,"RT @AFPFactCheck: 🇳🇬 A Nigerian presidential candidate has understated the country’s exports.

Official data shows annual exports from the…",1141,nigerian presidential candidate understate country export official data show annual export,0.0,0.0,None,None
687290,127267,1.555644116389831e+18,2022-08-05 19:57:14+00:00,@Garubadan @BenueTelevision @GovSamuelOrtom @apc They're really blind to what he is really doing 😂😂😂omo,0,blind omo,0.6666666666666666,-0.5,None,None
687293,127270,1.5556441007157248e+18,2022-08-05 19:57:10+00:00,"2 Things that will happen just b4 2023 Elections:
1. ASUU strike will be called off &amp; Exams will resume immediately… https://t.co/p4uzQLuLBF",0,things happen elections asuu strike call amp exams resume immediately,0.0,0.0,None,None
687300,127277,1.5556440535800463e+18,2022-08-05 19:56:59+00:00,@OdunEweniyi APC represent everything evil,0,apc represent,0.0,0.0,None,APC
687311,127288,1.5556439886061568e+18,2022-08-05 19:56:44+00:00,"You all have no excuse who believed in Osinbajo.
I know of people who said ""I would have voted APC if Osinbajo was… https://t.co/YqoBXUfUzL",0,excuse believe osinbajo know people say vote apc osinbajo,0.05,-0.05,None,APC
687312,127289,1.5556439842146918e+18,2022-08-05 19:56:42+00:00,@seyiamakinde @Oyshia_oy APC is buried in Oyo state,0,apc bury oyo state,0.0,0.0,None,APC
687318,127295,1.5556439315636388e+18,2022-08-05 19:56:30+00:00,"@adeyanjudeji So what do you advice…
Why not pick a side
You can stand with your friend @YeleSowore 
Not throwing s… https://t.co/kr3rt2X5aD",0,advice pick stand friend throw,0.0,0.0,None,None
687326,127303,1.555643865868165e+18,2022-08-05 19:56:14+00:00,Funny thing is that some lecturers will still vote for APC candidate in the forthcoming election https://t.co/wO8rH2PDzY,0,funny thing lecturers vote apc candidate forthcoming election,1.0,0.25,None,APC
687331,127308,1.555643813414277e+18,2022-08-05 19:56:02+00:00,@channelstv 》Apc and arrogance.Mehn,0,apc arrogance meh,0.0,0.0,None,APC
687336,127313,1.5556438023160627e+18,2022-08-05 19:55:59+00:00,@MobilePunch Wicked group of people called APc,0,wicked group people call apc,0.0,0.0,None,APC
687345,127322,1.5556437530162217e+18,2022-08-05 19:55:47+00:00,"RT @titilopegb: Earlier today, Hon Afeez Bolaji Repete &amp; I heeded the invitation of H.E, Engr Raufu Olaniyan (Gov. Seyi Makinde’s Deputy),…",4,earlier today hon afeez bolaji repete amp heed invitation engr raufu olaniyan gov seyi makinde deputy,0.5,0.0,None,None
687347,127324,1.5556437494636298e+18,2022-08-05 19:55:46+00:00,@DavidHundeyin @inecnigeria My polling unit is also in front of a well known APC politician's house in my area. On… https://t.co/5ulXMS5jTl,0,poll unit know apc politician house area,0.0,0.0,None,APC
687356,127333,1.555643709357785e+18,2022-08-05 19:55:37+00:00,@dedonnse1 @IdongesitUduehe @TheRoseAkai We’re too much. Not like APC😂🤣🤣,0,like apc,0.0,0.0,None,APC
687360,127337,1.5556436829124895e+18,2022-08-05 19:55:31+00:00,"APC is a calamity, disaster and a curse to the Nigerian state. 
It has destroyed more than it should have built.

C… https://t.co/vnIDBThgBm",3,apc calamity disaster curse nigerian state destroy build,0.0,-0.2,None,APC
687367,127344,1.555643643997864e+18,2022-08-05 19:55:21+00:00,@SaharaReporters I said this earlier.. Emefele was promised APC candidacy..used to siphon money from the bank...dude needs to go prison,0,say earlier emefele promise apc candidacy siphon money bank dude need priso,0.5,0.0,None,APC
687370,127347,1.5556436331305206e+18,2022-08-05 19:55:19+00:00,"@ABATMediaCentre He has 1st hand info on the strategies that the APC uses. He was a PDP mole in the APC. 
Who knows… https://t.co/kliz1l2lIU",0,hand info strategies apc use pdp mole apc know,0.0,0.0,None,PDP
687372,127349,1.5556436251151606e+18,2022-08-05 19:55:17+00:00,"@KanzahOfJos The bridge between APC and them  has been broken since, and is in total collapse now.",0,bridge apc break total collapse,0.75,0.0,None,APC
687377,127354,1.555643598904955e+18,2022-08-05 19:55:11+00:00,@Omonight @PremiumTimesng Better to be an orphanage home for wondering politicians than a party that’s a faction of… https://t.co/luqcpKYPAd,0,better orphanage home wonder politicians party faction,0.5,0.5,None,None
687379,127356,1.555643597365592e+18,2022-08-05 19:55:10+00:00,@channelstv Let us assume this man is not APC members wat will been his position in this critical condition....,0,let assume man apc members wat position critical condition,0.8,0.0,None,APC
687380,127357,1.555643591359357e+18,2022-08-05 19:55:09+00:00,"RT @ivubadinma: @BeckyBe12124425 Becky, when Lagosians tell you that APC will not win the Presidency in Lagos, believe them. Winning in Osu…",1,becky lagosians tell apc win presidency lagos believe win osu,0.4,0.8,None,APC
687384,127361,1.5556435678502584e+18,2022-08-05 19:55:03+00:00,@Tutsy22 So APC believes they are a mess.,0,apc believe mess,0.175,-0.175,None,APC
687386,127363,1.5556435536190095e+18,2022-08-05 19:55:00+00:00,"How is Pankshin South a PDP stronghold, Luther? The late rep. of Pankshin South was in the APC. The current rep. is… https://t.co/G72CjYcTYo",0,pankshin south pdp stronghold luther late rep pankshin south apc current rep,0.5,-0.15,None,PDP
687387,127364,1.555643551530328e+18,2022-08-05 19:54:59+00:00,"Besides, at the current rate of retrogression, under a BAT/APC presidency, the northern states in Nigeria will be t… https://t.co/YcVT4lVB9d",0,current rate retrogression bat apc presidency northern state nigeria,0.4,0.0,None,APC
687391,127368,1.5556435124435272e+18,2022-08-05 19:54:50+00:00,I love APC’s choice of this guy as spokesperson. Reminds me of PDP’s choice of FFK in 2015 elections. https://t.co/b9F1oWtunU,0,love apc choice guy spokesperson remind pdp choice ffk elections,0.6,0.5,None,PDP
687395,127372,1.5556434986610893e+18,2022-08-05 19:54:47+00:00,Shifting priorities for the planet: New research grounds digital rights in struggle for climate and environmental j… https://t.co/eXriRtyGfF,0,shift priorities planet new research ground digital right struggle climate environmental,0.33008658008658004,0.14069264069264067,None,None
687400,127377,1.5556434822865265e+18,2022-08-05 19:54:43+00:00,@fkeyamo @officialABAT I saw u on TV trying to justify the sordid performance of the APC for the past 7+… https://t.co/0zjG51MUzt,0,saw try justify sordid performance apc past,0.25,-0.25,None,APC
687413,127390,1.555643427148206e+18,2022-08-05 19:54:30+00:00,"Babajimi Benson has my vote...as always!
Only APC nigga I'm voting for.",0,babajimi benson vote apc nigga vote,0.0,0.0,None,APC
687419,127396,1.555643386023084e+18,2022-08-05 19:54:20+00:00,"I dey where I dey drink Shayi
For one Katsina village this group of Hausa men the talk politics:them talk say PDP a… https://t.co/cZNQLKCCwV",0,dey dey drink shayi katsina village group hausa men talk politics talk pdp,0.0,0.0,None,PDP
687421,127398,1.5556433768333353e+18,2022-08-05 19:54:18+00:00,"@channelstv APC is a disaster. Tinubu bought N100M for not 1,2 or 3 aspirants. They will spend any amount to get to… https://t.co/CGzx1sf7pC",0,apc disaster tinubu buy aspirants spend,0.0,0.0,Tinubu,APC
687422,127399,1.5556433758518067e+18,2022-08-05 19:54:17+00:00,"Earlier today, Hon Afeez Bolaji Repete &amp; I heeded the invitation of H.E, Engr Raufu Olaniyan (Gov. Seyi Makinde’s D… https://t.co/s9AqcPAKFF",4,earlier today hon afeez bolaji repete amp heed invitation engr raufu olaniyan gov seyi makinde,0.5,0.0,None,None
687432,127409,1.555643329592836e+18,2022-08-05 19:54:06+00:00,@channelstv Mmmmmm I think I will join APC to improve on my lying ability,0,mmmmmm think join apc improve lie ability,0.0,0.0,None,APC
687438,127415,1.5556433185534362e+18,2022-08-05 19:54:04+00:00,@seunokin @channels Talking about balancing of power by the Arms of Govt. Please @fkeyamo this current Govt. Who is… https://t.co/3Df72kb74F,0,talk balance power arm govt current govt,0.4,0.0,None,None
687445,127422,1.5556432761994445e+18,2022-08-05 19:53:54+00:00,"RT @kabasa007: APC has presented the best possible ticket the PDP could ever ask for! 

A frail, sick and corrupt Tinubu paired with a rabi…",1,apc present best possible ticket pdp ask frail sick corrupt tinubu pair rabi,0.6314285714285715,-0.04285714285714286,Tinubu,PDP
687451,127428,1.5556432430475592e+18,2022-08-05 19:53:46+00:00,"RT @Kay03061191: @BusinessDayNg Such people should be in jail but no, they brought the insecurity into Nigeria. Someone once said the APC i…",14,people jail bring insecurity nigeria say apc,0.0,-0.1,None,APC
687453,127430,1.5556432347806802e+18,2022-08-05 19:53:44+00:00,"Festus Keyamo is APC Campaign Spokesperson and he’s the Mjnsiter of State for Labour &amp; Employment. 

It may be lega… https://t.co/RyRU2hgYYC",59,festus keyamo apc campaign spokesperson mjnsiter state labour amp employment lega,0.0,0.0,None,APC
687463,127440,1.5556432100846182e+18,2022-08-05 19:53:38+00:00,"@Kayodesworld @iyke_vit @femiaribisala See dis usless bot,go tell ur oga dem dat we the youth ar rdy fr dem...their… https://t.co/i7xw7PYslH",0,dis usless bot tell oga dem dat youth rdy dem,0.0,0.0,None,None
687464,127441,1.5556432099210363e+18,2022-08-05 19:53:38+00:00,RT @clariemore: Your favorite perfume vendor is here #ThetaAlbum PDP and Apc https://t.co/WstNCozFUG,19,favorite perfume vendor pdp apc,1.0,0.5,None,pdp
687475,127452,1.555643139616129e+18,2022-08-05 19:53:21+00:00,The National Anthem is not applicable here since it is not APC. https://t.co/6dYImytRwi,4,national anthem applicable apc,0.0,0.0,None,APC
687479,127456,1.555643124042662e+18,2022-08-05 19:53:17+00:00,"@fkeyamo said Education is not a critical issue to APC.. Students and ASUU are not important to APC govt.

#Obidatti2023",0,say education critical issue apc students asuu important apc govt,0.9,0.2,None,APC
687482,127459,1.5556431062335652e+18,2022-08-05 19:53:13+00:00,@Fattylincornn He just raise another militant like he raised livestock Guards too and this he will use them to figh… https://t.co/TmtQND2Pfd,0,raise militant like raise livestock guard use figh,0.0,0.0,None,None
687487,127464,1.555643076600791e+18,2022-08-05 19:53:06+00:00,"@SmallAlhaji_ Lies... AD, ACN, APC",0,lie acn apc,0.0,0.0,None,APC
687488,127465,1.5556430740211876e+18,2022-08-05 19:53:05+00:00,How To Prepare APC Certification Preparations https://t.co/KfLyk4Z7Gz https://t.co/LKp1GDZco6,0,prepare apc certification preparations,0.0,0.0,None,APC
687504,127481,1.5556429687778875e+18,2022-08-05 19:52:40+00:00,@SmallAlhaji_ APC is rejected for presidency know this and know peace,0,apc reject presidency know know peace,0.0,0.0,None,APC
687505,127482,1.555642965799977e+18,2022-08-05 19:52:40+00:00,This is theory I will never believe!!!!! Y’all rate Apc too much to think they can actually plant a clone all this… https://t.co/FDgV7qFY2k,0,theory believe rate apc think actually plant clone,0.1,0.0,None,APC
687509,127486,1.555642950834688e+18,2022-08-05 19:52:36+00:00,"@woye1 APC evil collaboration 
Heroin trafficker, serial forger &amp; Boko Haram financier. https://t.co/7h5eVIt33d",0,apc evil collaboration heroin trafficker serial forger amp boko haram financier,1.0,-1.0,None,APC
687510,127487,1.555642947466576e+18,2022-08-05 19:52:35+00:00,Inside the Digital Society: What impact has COVID had in practice? https://t.co/y4GC4bq4XO,0,inside digital society impact covid practice,0.0,0.0,None,None
687511,127488,1.5556429417497313e+18,2022-08-05 19:52:34+00:00,RT @Tssg2023: Thousands Of APC Supporters Welcome Governor Lalong Back To Plateau After His Unveiling As The Director General Of Tinubu's C…,1,thousands apc supporters welcome governor lalong plateau unveil director general tinubu,0.7,0.42500000000000004,Tinubu,APC
687523,127500,1.555642900750504e+18,2022-08-05 19:52:24+00:00,@KanzahOfJos @apollokillano As in I dey try assimilate am person leave APC and d thing go affect PDP how????,0,dey try assimilate person leave apc thing affect pdp,0.0,0.0,None,PDP
687542,127519,1.5556427971679887e+18,2022-08-05 19:51:59+00:00,"@seunokin in the words of I go die, "" they go beat you one day o...""🤣🤣🤣
I love how you humourously made Festus Keya… https://t.co/Qn0vcKikgl",0,word die beat day love humourously festus keya,0.6,0.5,None,None
687569,127546,1.5556426493313434e+18,2022-08-05 19:51:24+00:00,"@channelstv Seun it seems you are supporting APC, it shows today, you were not interrogating keyamo like u should,… https://t.co/poHrIXYSGF",0,seun support apc show today interrogate keyamo like,0.0,0.0,None,APC
687571,127548,1.5556426452083548e+18,2022-08-05 19:51:23+00:00,"RT @Abdulrahmanleme: Yes, but only the ones who get the handshake. I think.",666,yes ones handshake think,0.0,0.0,None,None
687575,127552,1.5556426280913838e+18,2022-08-05 19:51:19+00:00,@firstladyship @Monnyx4 An APC demon!!,0,apc demon,0.0,0.0,None,APC
687585,127562,1.5556425482149642e+18,2022-08-05 19:51:00+00:00,@ShehuSani ..it escaped the way other matters do escape. NASS is totally corrupt.  They only speak up when it affec… https://t.co/BCdevnSLbQ,0,escape way matter escape nass totally corrupt speak affec,1.0,-0.5,None,None
687586,127563,1.5556425417348628e+18,2022-08-05 19:50:59+00:00,"Young and old, APC stalwarts are disconnected from the reality https://t.co/XYIYVvRHj2",2,young old apc stalwarts disconnect reality,0.30000000000000004,0.1,None,APC
687598,127575,1.5556424654991114e+18,2022-08-05 19:50:40+00:00,@adamugarba E go shock BOTH APC and PDP come 2023,0,shock apc pdp come,0.0,0.0,None,APC
687610,127587,1.5556423858032148e+18,2022-08-05 19:50:21+00:00,"@Ambrosia_Ijebu APC may win the battle but lose the country. At the end of the day, I hope we still have a county b… https://t.co/tgNxLKq5sL",0,apc win battle lose country end day hope county,0.4,0.8,None,APC
687611,127588,1.5556423800695194e+18,2022-08-05 19:50:20+00:00,"@BashirAhmaad Insecurity, ASUU strike, lack of infrastructure, etc.  APC God forbid",0,insecurity asuu strike lack infrastructure apc god forbid,0.0,0.0,None,APC
687618,127595,1.555642330325074e+18,2022-08-05 19:50:08+00:00,RT @OgunrindeVicto4: Oshodi was once a wreck before Tinubu came along,67,oshodi wreck tinubu come,0.0,0.0,Tinubu,None
687621,127598,1.555642295168508e+18,2022-08-05 19:50:00+00:00,RT @OvieNews: Kano-Kaduna Railway to be completed in 18months  as President Muhammadu Buhari changes 378km Kano-Maradi Railway project from…,416,kano kaduna railway complete months president muhammadu buhari change kano maradi railway project,0.4,0.1,None,None
687626,127603,1.55564226313241e+18,2022-08-05 19:49:52+00:00,@Tutsy22 No mind them. Mr. Emilokan said it himself that he made Buhari president. He cannot deliver from his terrible APC.,0,mind emilokan say buhari president deliver terrible apc,1.0,-1.0,None,APC
687630,127607,1.5556422302070456e+18,2022-08-05 19:49:44+00:00,"@Gistloversblog1 GATHERING OF WIZARDS. 
DARKNESS'S &amp; LIGHT CANNOT MEET.
APC LEAVE NIGERIA ALONE. NA UNA HEAD UNA GO… https://t.co/K5Xjrdkw8O",0,gather wizards darkness amp light meet apc leave nigeria una head una,0.7,0.4,None,APC
687633,127610,1.55564221663855e+18,2022-08-05 19:49:41+00:00,Anyone still supporting APC is a simply lacking in the brain department. https://t.co/33vhPwoD8k,0,support apc simply lack brain department,0.35714285714285715,0.0,None,APC
687634,127611,1.5556422126916155e+18,2022-08-05 19:49:40+00:00,"Buhari/APC project in Benue state to be completed if you vote Tinubu, You have been warned only Sowore can fix Nige… https://t.co/Hag0XZYsiC",3,buhari apc project benue state complete vote tinubu warn sowore fix nige,0.4,0.1,Tinubu,APC
687636,127613,1.5556422035774917e+18,2022-08-05 19:49:38+00:00,@channelstv Shame on APC and Buhari!!!,0,shame apc buhari,0.0,0.0,None,APC
687643,127620,1.5556421774301102e+18,2022-08-05 19:49:32+00:00,The north cannot be the tail that continues to wag the dog. If they won’t vote for good governance after the APC he… https://t.co/5EEnvgcdm9,0,north tail continue wag dog win vote good governance apc,0.5,0.75,None,APC
687644,127621,1.5556421717888246e+18,2022-08-05 19:49:30+00:00,"@vanguardngrnews Fake news don't be deceived , Nigeria military are also terrorist in uniform , all what APC is to… https://t.co/K6LD1q50Yj",0,fake news deceive nigeria military terrorist uniform apc,0.55,-0.3,None,APC
687659,127636,1.5556420963333325e+18,2022-08-05 19:49:12+00:00,"@Oyinkitana @Princeujay Don't play their game. It's intentional.

Don't be deceived. There are lots of Muslims and… https://t.co/in1hofuZgF",1,play game intentional deceive lot muslims,0.4,-0.4,None,None
