,Unnamed: 0.2,tweet_id,time,tweet,retweet_count,tweet_clean,Subjectivity,Polarity,presidential_aspirant,Party
5123,5123,1.5552187583685386e+18,2022-08-04 15:47:01+00:00,"High Back Racing Style Ergonomic Gaming Chair With Flip-Up Arms, Black Leathersoft

https://t.co/q9A2fPYCJQ… https://t.co/1RNkQuwVF5",0,high race style ergonomic game chair flip arm black leathersoft,0.4577777777777778,-0.13555555555555557,None,None
5128,5128,1.5552186267136328e+18,2022-08-04 15:46:29+00:00,"Atleast you're being honest sir, it's very clear why you and many PDP guys here are after Obi, trying very hard to… https://t.co/l80HPCV8LA",0,atleast honest sir clear pdp guy obi try hard,0.6083333333333333,0.1361111111111111,PeterObi,PDP
5129,5129,1.5552186123774935e+18,2022-08-04 15:46:26+00:00,"Next few months will be very interesting, these guys no even sabi the game, they have played most of their trump ca… https://t.co/zQId9IF6aN",0,months interest guy sabi game play trump,0.4,-0.4,None,None
5131,5131,1.5552185938135204e+18,2022-08-04 15:46:21+00:00,"RT @CharlesOlisakwe: @DemolaRewaju So PDP is the opposition? 😂🤣😂🤣

You guys are more like the third force now. Your party almost got buried…",1,pdp opposition guy like force party get bury,0.0,0.0,None,PDP
5132,5132,1.5552185776654254e+18,2022-08-04 15:46:18+00:00,@nigeriantribune Good! Work towards unifying this rift. We need all hands on deck in PDP to beat APC and save Niger… https://t.co/NK0F2DNXoE,0,good work unify rift need hand deck pdp beat apc save niger,0.6000000000000001,0.7,None,PDP
5142,5142,1.555218445012181e+18,2022-08-04 15:45:46+00:00,@adeyanjudeji I thought you were not partisan as an activist you claim to be but your recent comments shows you are… https://t.co/DrGm3tRKHi,0,think partisan activist claim recent comment show,0.25,0.0,None,None
5145,5145,1.555218409318662e+18,2022-08-04 15:45:37+00:00,"Senator Dino Melaye, PDP Spokesperson VS Festus Keyamo SAN, APC Spokesperson In 2023 Presidential Election. 

E go… https://t.co/43myDGYreT",3,senator dino melaye pdp spokesperson festus keyamo san apc spokesperson presidential election,0.0,0.0,None,PDP
5146,5146,1.555218388254806e+18,2022-08-04 15:45:32+00:00,"Bluetooth Speakers PC &amp; Racing Game Chair

https://t.co/FB27mepvhA

#gaming #GamingSetup #gaminglife #gamingchair… https://t.co/hOPuKg0E78",0,bluetooth speakers amp race game chair,0.4,-0.4,None,None
5148,5148,1.5552183725891502e+18,2022-08-04 15:45:29+00:00,"@DeeOneAyekooto We dare him to win Edo for APC,all this unnecessary mouth. Man that PDP took over under his nose,ha… https://t.co/RlMoKDhjrs",0,dare win edo apc unnecessary mouth man pdp take nose,0.65,0.2,None,PDP
5149,5149,1.555218350619431e+18,2022-08-04 15:45:24+00:00,Do you know why Neither APC Presidential candidate or PDP candidate nor Kwankwanso can make a better President is.… https://t.co/lyO66XQwCH,0,know apc presidential candidate pdp candidate kwankwanso better president,0.5,0.5,None,PDP
5150,5150,1.555218318952366e+18,2022-08-04 15:45:16+00:00,PDP Crisis: Abati’s Responses To Wike Shows He’s A Puny Journalist – Imagwe https://t.co/EinuBveuFh,0,pdp crisis abati responses wike show puny journalist imagwe,0.0,0.0,None,PDP
5154,5154,1.5552182934426337e+18,2022-08-04 15:45:10+00:00,Anyone that vote for APC/PDP is a Fool forever.,0,vote apc pdp fool forever,0.0,0.0,None,APC
5159,5159,1.5552182128407716e+18,2022-08-04 15:44:51+00:00,@ObaNaughty Advantage PDP.  These people never learn.,0,advantage pdp people learn,0.0,0.0,None,PDP
5162,5162,1.5552181807374664e+18,2022-08-04 15:44:43+00:00,Don't come for a job interview to start arguing about the problems of Nigeria with fellow interviewees. No debate a… https://t.co/rSOJCofGOq,3,come job interview start argue problems nigeria fellow interviewees debate,0.0,0.0,None,None
5181,5181,1.5552179473748787e+18,2022-08-04 15:43:47+00:00,"@rahman_jago_ (Hope I Got The Right Handle), Awón Obi-tuary Ti So E Di Jagaban oo🤣🤣

These People Are As DUMB (In C… https://t.co/JUNVgdJUMT",0,hope get right handle awón obi tuary jagaban people dumb,0.5178571428571428,-0.04464285714285715,PeterObi,None
5182,5182,1.55521790372873e+18,2022-08-04 15:43:37+00:00,"WB Adjustable Reclining Ergonomic Faux Leather Swiveling PC &amp; Racing Game Chair

https://t.co/hWzOPea8DU

#gaming… https://t.co/kInXLGp7VK",0,adjustable recline ergonomic faux leather swivel amp race game chair,0.4,-0.4,None,None
5188,5188,1.5552177946393068e+18,2022-08-04 15:43:11+00:00,@nwa042legit 7 years of APC is far better than 16 years of PDP developmentally,0,years apc far better years pdp developmentally,0.75,0.3,None,PDP
5189,5189,1.555217793536213e+18,2022-08-04 15:43:11+00:00,The Quarterback for your favorite PDP ...I get you. The game is the game https://t.co/4kogLMx9z7,0,quarterback favorite pdp game game,0.6,-0.10000000000000002,None,PDP
5201,5201,1.5552176147749317e+18,2022-08-04 15:42:28+00:00,@DemolaRewaju The PDP failed to give Nigerians their choice so we don't care If they are well positioned or not!… https://t.co/ytVupAQNoo,1,pdp fail nigerians choice care position,0.29999999999999993,-0.5,None,PDP
5205,5205,1.5552175324489523e+18,2022-08-04 15:42:08+00:00,Gaming Chair Office Chair Desk Chair Swivel Rolling High Back PU Leather Executive PC Adjustable Massage Racing Com… https://t.co/jHFlejZciO,0,game chair office chair desk chair swivel roll high leather executive adjustable massage race com,0.47,-0.12000000000000001,None,None
5208,5208,1.555217520558084e+18,2022-08-04 15:42:06+00:00,"Pro-Dickson PDP Elements Envious Of Diri’s Inclusive Style, Says Group https://t.co/NKy1bmyiqa https://t.co/8Xzdeqar89",0,pro dickson pdp elements envious diri inclusive style say group,0.0,0.0,None,PDP
5211,5211,1.555217446629507e+18,2022-08-04 15:41:48+00:00,RT @Davidalgorithm: @PeterObi The best thing that happened to H.E Peter Obi was to leave PDP and now he's building structures around people…,7,best thing happen peter obi leave pdp build structure people,0.3,1.0,PeterObi,PDP
5213,5213,1.5552174446832517e+18,2022-08-04 15:41:48+00:00,@MckidultT @NatStructure Haha kano is bigger than all the igbo lands and imagine maiduguri registered 2m NNPP membe… https://t.co/wByOT6jW0o,0,haha kano bigger igbo land imagine maiduguri register nnpp membe,0.4,0.1,None,None
5217,5217,1.5552174245129503e+18,2022-08-04 15:41:43+00:00,We (Northerners) are in power but our region is still the worse. APC and PDP have turned North from Top to Buttom.… https://t.co/6mDmBnzh5N,0,northerners power region worse apc pdp turn north buttom,0.6,-0.4,None,APC
5218,5218,1.555217395375022e+18,2022-08-04 15:41:36+00:00,"RT @Alpha_Daniels01: In Nigeria,we have only three political parties namely; APC, PDP and Peter Obi.
I'm voting Peter Obi...and we're so ma…",1,nigeria political party apc pdp peter obi vote peter obi,0.1,0.0,PeterObi,APC
5227,5227,1.5552173090142945e+18,2022-08-04 15:41:15+00:00,"Sometimes...most times, you just want to show workings for the money you were paid.

You're fighting for your pocke… https://t.co/FVP9XDgKf4",0,time want work money pay fight pocke,0.0,0.0,None,None
5231,5231,1.5552172664672748e+18,2022-08-04 15:41:05+00:00,PDP hardly disappoints…ever toxic &amp; dowdy. https://t.co/l6OjROYgHZ,0,pdp hardly disappoint toxic amp dowdy,0.6708333333333334,-0.39583333333333337,None,PDP
5233,5233,1.555217223307776e+18,2022-08-04 15:40:55+00:00,"High Back Gaming Chair

https://t.co/I30zwvZ7Jv

#gaming #gamingchair #Deals #Wayfair https://t.co/Pxq2eUCBQl",0,high game chair,0.47,-0.12000000000000001,None,None
5234,5234,1.555217199714943e+18,2022-08-04 15:40:49+00:00,"@riffraff1245 @DenzelElishma @grace_okenwa @renoomokri U spoke with PDP chiefs in your village, my father was a war… https://t.co/7IEoVoqBXX",0,speak pdp chiefs village father war,0.0,0.0,None,PDP
5238,5238,1.555217153355391e+18,2022-08-04 15:40:38+00:00,@FerdinandObiora @Chude__ Don't mind these noon twitter political analysts. They just wake up to type trash. Obasan… https://t.co/LokyD3mGZi,0,mind noon twitter political analysts wake type trash obasan,0.1,0.0,None,None
5245,5245,1.555217069913903e+18,2022-08-04 15:40:18+00:00,@BwalaDaniel I have always followed your television appearances and I used to be your fan but you lost me because o… https://t.co/wFx6LUKtUq,0,follow television appearances fan lose,0.0,0.0,None,None
5249,5249,1.5552170035136512e+18,2022-08-04 15:40:02+00:00,"RT @ikhanaib: Lol! See someone's excuse for PDP's insensitivity. Anyway, the party will be made to pay in 2023.",1,lol excuse pdp insensitivity party pay,0.375,0.375,None,PDP
5257,5257,1.555216855396229e+18,2022-08-04 15:39:27+00:00,"RT @Eromosele6: PDP is doing a lot in Ogun, this is nice",2,pdp lot ogun nice,1.0,0.6,None,PDP
5261,5261,1.5552167376913203e+18,2022-08-04 15:38:59+00:00,"Faux Leather PC &amp; Racing Gaming Chair with Footrest

https://t.co/0TbmJgvVoL

#chair #gaming #gamingchair #Wayfair… https://t.co/dsjififOp3",0,faux leather amp race game chair footrest,0.4,-0.4,None,None
5270,5270,1.555216646956089e+18,2022-08-04 15:38:37+00:00,"The worst main opposition party in history of this country is @OfficialPDPNig,the only member of the party that som… https://t.co/LavUOlaHmx",0,worst main opposition party history country member party som,0.6666666666666666,-0.4166666666666667,None,None
5282,5282,1.5552164690840658e+18,2022-08-04 15:37:55+00:00,Sen. Onyewuchi that represents my zone has moved to LP but somehow people believe the SE is for PDP  this time.,0,sen onyewuchi represent zone move people believe pdp time,0.0,0.0,None,PDP
5283,5283,1.555216467607552e+18,2022-08-04 15:37:55+00:00,"We believe in one Nigeria and on 11th and 25th of February 2023, we will have 96.2 million vote for PDP.… https://t.co/yAlpc6JipN",0,believe nigeria february million vote pdp,0.0,0.0,None,PDP
5284,5284,1.5552164640676782e+18,2022-08-04 15:37:54+00:00,Big error. Who listen to Dino again? #PDP #ASUUStrikeUpdate https://t.co/NdgM9nCv0M,0,big error listen dino,0.1,0.0,None,None
5288,5288,1.555216415082582e+18,2022-08-04 15:37:42+00:00,For any Sopranos fan… this is an absolute must! https://t.co/aiDB9Z4Rxm https://t.co/GMKAdGbasf,0,sopranos fan absolute,0.9,0.2,None,None
5292,5292,1.5552163484181176e+18,2022-08-04 15:37:26+00:00,"PDP don get their own Lai melaye. 
Even devil dey complain say politician don take over his ministry now o .",0,pdp lai melaye devil dey complain politician ministry,0.0,0.0,None,PDP
5300,5300,1.5552162872984904e+18,2022-08-04 15:37:12+00:00,"High-Back PC &amp; Racing Game Chair

https://t.co/JsS52sVVZz

#gaming #gamingchair #Deals #Wayfair https://t.co/WVyz7jGWj7",0,high amp race game chair,0.47,-0.12000000000000001,None,None
5313,5313,1.5552161402715832e+18,2022-08-04 15:36:37+00:00,"@riffraff1245 @DenzelElishma @grace_okenwa @renoomokri Okowa and ibori beef is in the state level, nothing concern… https://t.co/fYcDP2x47y",0,okowa ibori beef state level concern,0.0,0.0,None,None
5317,5317,1.5552160272601825e+18,2022-08-04 15:36:10+00:00,@nimshel @HAHayatu @HAHayatu isn't this the ethnic division you want? Obi let PDP before the primary which wike was… https://t.co/gyq6bE2K1U,0,isn ethnic division want obi let pdp primary wike,0.5,0.4,PeterObi,PDP
5323,5323,1.5552159338488832e+18,2022-08-04 15:35:47+00:00,@Osaz4l lol that was my point. pdp people tend to forget that part,0,lol point pdp people tend forget,0.7,0.8,None,PDP
5329,5329,1.5552158320573522e+18,2022-08-04 15:35:23+00:00,"The All Progressives Congress and the Osun State Governor, Adegboyega Oyetola have concluded plans to drag the Inde… https://t.co/BJDCKeZ3oT",0,progressives congress osun state governor adegboyega oyetola conclude plan drag inde,0.07083333333333333,-0.1,None,None
5331,5331,1.5552158302621942e+18,2022-08-04 15:35:23+00:00,"@HAHayatu Frustrate PDP? The southeast or any other zone don't owe PDP nothing, instead the PDP does but for what e… https://t.co/PcuTjZlzDT",0,frustrate pdp southeast zone owe pdp instead pdp,0.0,0.0,None,PDP
5336,5336,1.5552157495427236e+18,2022-08-04 15:35:03+00:00,"RT @tzHycop: BAT is a Wicked and heartless man, thank God this is coming from his people ,May Nigeria not experience anything close to him!…",932,bat wicked heartless man thank god come people nigeria experience close,0.0,0.0,None,None
5337,5337,1.55521574640119e+18,2022-08-04 15:35:03+00:00,"RT @renoomokri: You don’t even know how to spell the fake name you are using to deceive people into believing that you are a Yoruba Muslim,…",55,know spell fake deceive people believe yoruba muslim,1.0,-0.5,None,None
5341,5341,1.5552156154381804e+18,2022-08-04 15:34:31+00:00,"Red Foam Gaming Computer Chair with Hydraulic Seat Adjustment, 360-Degree Spin, Rolling Caster Wheels… https://t.co/fJGb1JHmgx",0,red foam game chair hydraulic seat adjustment degree spin roll caster wheel,0.2,-0.2,None,None
5351,5351,1.5552154372642898e+18,2022-08-04 15:33:49+00:00,"Definition of PDP , an opposition to the opposition.. Figure out the rest https://t.co/G2VOTj20Ms",0,definition pdp opposition opposition figure rest,0.0,0.0,None,PDP
5355,5355,1.5552154008366858e+18,2022-08-04 15:33:40+00:00,"There’s a really cool LJ pop coming out soon too 👀

https://t.co/kiIu4fMcxv",0,cool pop come soon,0.65,0.35,None,None
5369,5369,1.5552151212444754e+18,2022-08-04 15:32:34+00:00,"RT @LeBlorstOfGames: Best Buy [$69.99, new release, 9/9/22]: NBA 2K23 Standard Edition - PlayStation 5

📦🛍 Online+in stores (locations vary…",1,best buy new release nba standard edition playstation online store locations vary,0.2515151515151515,0.37878787878787873,None,None
5371,5371,1.5552151164376392e+18,2022-08-04 15:32:32+00:00,"@DokunOjomo @deomonzed Thank God for your life. 
You're not like other PDP attack dogs.",0,thank god life like pdp attack dog,0.0,0.0,None,PDP
5372,5372,1.5552151094498673e+18,2022-08-04 15:32:31+00:00,"Harrel Ergonomic Gaming Chair

https://t.co/JRMrvL9Dwj

#chair #Deals #Wayfair #gaming #gamingchair https://t.co/efhs9RJQ2C",0,harrel ergonomic game chair,0.4,-0.4,None,None
5376,5376,1.5552150738152735e+18,2022-08-04 15:32:22+00:00,"Best Buy [$69.99, new release, 9/9/22]: NBA 2K23 Standard Edition - PlayStation 5

📦🛍 Online+in stores (locations v… https://t.co/1n8fwhTYGd",1,best buy new release nba standard edition playstation online store locations,0.2515151515151515,0.37878787878787873,None,None
5383,5383,1.5552150054689833e+18,2022-08-04 15:32:06+00:00,@IAOkowa Highly commendable! You are highly welcome my govenor and PDP Vice President,0,highly commendable highly welcome govenor pdp vice president,0.72,0.48000000000000004,None,PDP
5385,5385,1.555214983587324e+18,2022-08-04 15:32:01+00:00,@Khabib_Mane @Daniels00574882 @SavvyRinu The gullible supporters of Obi does not AV sense to think straight they th… https://t.co/jpBdhu6tJY,0,gullible supporters obi sense think straight,0.4,0.2,PeterObi,None
5390,5390,1.5552149409270497e+18,2022-08-04 15:31:51+00:00,@wavy_pdp goodnight,0,goodnight,0.0,0.0,None,None
5405,5405,1.5552147502077092e+18,2022-08-04 15:31:05+00:00,"@notPotatoe_ going to bed, g'night baby https://t.co/phL9qxw7EK",0,go bed night baby,0.0,0.0,None,None
5408,5408,1.555214710475264e+18,2022-08-04 15:30:56+00:00,"@ogbenikenni @Naija_PR U sayin for 16years
PDP did nothing at all for SW?
I NO ITS propaganda
But please
Erora ma p… https://t.co/2zRa4H8fUH",0,sayin years pdp propaganda erora,0.1,-0.1,None,PDP
5410,5410,1.5552147038608794e+18,2022-08-04 15:30:54+00:00,So who’s PDP DG campaign?,4,pdp campaign,0.0,0.0,None,PDP
5418,5418,1.55521449302161e+18,2022-08-04 15:30:04+00:00,@ErnestFc3 @Jack_ng01 @YouthsForAtiku You see PO imposed his friend Obiano on Anambra people in 2014. The same thin… https://t.co/bEKhhNp8yv,0,impose friend obiano anambra people,0.0,0.0,PeterObi,None
5433,5433,1.5552142607619277e+18,2022-08-04 15:29:08+00:00,@renoomokri We won't still vote PDP. A failed party 🥳🥳🥳,0,win vote pdp fail party,0.35,0.15000000000000002,None,PDP
5435,5435,1.5552142047512005e+18,2022-08-04 15:28:55+00:00,@IamOhiozojeOhio @Sadiqsans PDP supporters should campaign and stop using emotional blackmail.,0,pdp supporters campaign stop emotional blackmail,0.65,0.0,None,PDP
5439,5439,1.5552141680091873e+18,2022-08-04 15:28:46+00:00,@FrUgochukwu So na only PDP be opposition nii.. PDP don't do puppy bark.. we talk when necessary and with construct… https://t.co/wgbnLRSIre,0,pdp opposition nii pdp puppy bark talk necessary construct,1.0,0.0,None,PDP
5452,5452,1.555213941621547e+18,2022-08-04 15:27:52+00:00,"They didn't join our noisy neighbors, I thought PDP is dead https://t.co/aJE6scxcjT",0,join noisy neighbor think pdp dead,0.4,-0.2,None,PDP
5455,5455,1.5552139136204186e+18,2022-08-04 15:27:46+00:00,"I think you guys need to slow it down, PO  has been engaging the youths on several platforms, media, schools, event… https://t.co/9s3i4NJzfG",0,think guy need slow engage youths platforms media school event,0.39999999999999997,-0.30000000000000004,None,None
5468,5468,1.555213766312317e+18,2022-08-04 15:27:11+00:00,The board of trustees of PDP has set up a committee to meet Wike. Can Wike be appeased after the table has been over turned?,0,board trustees pdp set committee meet wike wike appease table turn,0.0,0.0,None,PDP
5477,5477,1.555213706136633e+18,2022-08-04 15:26:56+00:00,@renoomokri Mumu dey campaign for the PDP thieves… Nah money dem give you sha werey 😂😂,0,mumu dey campaign pdp thieve nah money dem sha werey,0.0,0.0,None,PDP
5488,5488,1.5552135835998044e+18,2022-08-04 15:26:27+00:00,"Hance Task Chair

https://t.co/quzMZy632t

#chair #Deals #Wayfair https://t.co/d6xqYmL5Yq",0,hance task chair,0.0,0.0,None,None
5494,5494,1.5552135164113797e+18,2022-08-04 15:26:11+00:00,@wavy_pdp I HATE BEING REAL,0,hate real,0.6000000000000001,-0.30000000000000004,None,None
5502,5502,1.5552133729031332e+18,2022-08-04 15:25:37+00:00,@notPotatoe_ it's nice to let out your feelings and vent once and a while https://t.co/Qw0xwZ7isO,0,nice let feel vent,1.0,0.6,None,None
5503,5503,1.555213367215784e+18,2022-08-04 15:25:35+00:00,@ewelobi Or both might just share 3rd place because NNPP seems to be working for PDP,1,share place nnpp work pdp,0.0,0.0,None,PDP
5524,5524,1.555213170763092e+18,2022-08-04 15:24:49+00:00,"RT @Biaframyherita: @_SirWilliam_ Lmaoo 🤣🤣🤣🤣🤣🤣 IPOB supporters are still supporting IPOB, nothing like ex.
The difference is that many PDP…",14,sirwilliam lmaoo ipob supporters support ipob like difference pdp,0.0,0.0,None,PDP
5531,5531,1.5552130904421212e+18,2022-08-04 15:24:29+00:00,"PDP Board Of Trustees Constitutes Reconciliation Committee

https://t.co/LkQGOc5fo2 https://t.co/twrzegYC5X",0,pdp board trustees constitute reconciliation committee,0.0,0.0,None,PDP
5542,5542,1.5552127887878267e+18,2022-08-04 15:23:17+00:00,Exactly. So PDP should stop distracting the main opposition please https://t.co/SFnWFXenFs,0,exactly pdp stop distract main opposition,0.29166666666666663,0.20833333333333331,None,PDP
5543,5543,1.5552127784026808e+18,2022-08-04 15:23:15+00:00,"@wil_lil @Chude__ @JeSuisPrecious Lol..
You are comparing PDP with ACN?
Lol",0,lol compare pdp acn,0.7,0.8,None,PDP
5552,5552,1.555212618331193e+18,2022-08-04 15:22:37+00:00,"The other party the PDP mismanaged the country to the extent that after their defeat, there were open debates and b… https://t.co/lsPMXETsgX",0,party pdp mismanage country extent defeat open debate,0.5,0.0,None,PDP
5567,5567,1.5552124420446208e+18,2022-08-04 15:21:55+00:00,Dino spokesman? Pdp Na comedy movie.. who wan take Wetin Dino talk serious..,0,dino spokesman pdp comedy movie wan wetin dino talk,0.15000000000000002,-0.2,None,PDP
